size,greedy,recursive,genetic,hill climbing,hill climbing with random skips,simulated annealing,greedy + hill climbing,random
2048,0.00458017684440208,0.0188705405055708,0.242443113874697,0.0331747490735247,0.154950135139772,0.154110567037125,0.000824393749418676,0.906627712901138
